timestamp,/auv25/imu/odom_estimate,/auv25/imu/raw,/auv25/sensor_packet,/cmd_vel,/thruster_output
2025-11-27 13:44:36.577,"[-324.2546061721196, 5069.468575273552, -610.5784368700182, -0.3050887070210943, -0.07010145495263288, 0.17790098429133228, 0.9329297436837868]","[0.0, 0.0, 0.0, 1.0, -0.0095926493239383, 0.06941347635794241, 0.0039969372183076245, -9.200916979980468, -0.32082302246093747, -3.2249896362304686]","[17564, 0, 22719, 0, -97, 1998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:36.627,"[-326.61882110899495, 5086.316003527875, -612.7510878564775, -0.30520763257698386, -0.07028641792408964, 0.17802484969925794, 0.9328532968059391]","[0.0, 0.0, 0.0, 1.0, -0.0035972434964768626, 0.06181929564315793, 0.0035972434964768626, -9.251195214843749, -0.5003881469726562, -3.356670727539062]","[17564, 0, 22719, 0, -97, 1998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:36.677,"[-326.61882110899495, 5086.316003527875, -612.7510878564775, -0.30520763257698386, -0.07028641792408964, 0.17802484969925794, 0.9328532968059391]","[0.0, 0.0, 0.0, 1.0, -0.0035972434964768626, 0.06181929564315793, 0.0035972434964768626, -9.251195214843749, -0.5003881469726562, -3.356670727539062]","[16223, 0, 24082, 15, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:36.726,"[-328.95937427710174, 5102.974000906368, -614.9010980810024, -0.3049379299255429, -0.07053947244610294, 0.1781075483345493, 0.9329066099808738]","[0.0, 0.0, 0.0, 1.0, -0.0031975497746461, 0.05342572748471192, 0.002398162330984575, -9.05965908203125, -0.584185205078125, -3.35188232421875]","[16223, 0, 24082, 15, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:36.776,"[-328.95937427710174, 5102.974000906368, -614.9010980810024, -0.3049379299255429, -0.07053947244610294, 0.1781075483345493, 0.9329066099808738]","[0.0, 0.0, 0.0, 1.0, -0.0031975497746461, 0.05342572748471192, 0.002398162330984575, -9.05965908203125, -0.584185205078125, -3.35188232421875]","[16223, 0, 24082, 15, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:36.827,"[-331.3139611158114, 5119.701922103689, -617.0598580950451, -0.3054331068274616, -0.07077034361559773, 0.17848393665934437, 0.9326551667539497]","[0.0, 0.0, 0.0, 1.0, -0.008926493120887028, 0.06501684541780403, 0.004263399699528133, -9.165003955078124, -0.4261678955078125, -3.612850305175781]","[16223, 0, 24082, 15, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:36.877,"[-331.3139611158114, 5119.701922103689, -617.0598580950451, -0.3054331068274616, -0.07077034361559773, 0.17848393665934437, 0.9326551667539497]","[0.0, 0.0, 0.0, 1.0, -0.008926493120887028, 0.06501684541780403, 0.004263399699528133, -9.165003955078124, -0.4261678955078125, -3.612850305175781]","[15431, 0, 24865, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:36.926,"[-333.6998693334003, 5136.620190866082, -619.2433509860962, -0.30599215189023304, -0.07108503373118158, 0.17854494876347707, 0.9324362832022725]","[0.0, 0.0, 0.0, 1.0, -0.0033307810152563544, 0.06981317007977318, 0.0013323124061025418, -9.210493786621093, -0.4477157104492187, -3.4452561889648434]","[15431, 0, 24865, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:36.977,"[-333.6998693334003, 5136.620190866082, -619.2433509860962, -0.30599215189023304, -0.07108503373118158, 0.17854494876347707, 0.9324362832022725]","[0.0, 0.0, 0.0, 1.0, -0.0033307810152563544, 0.06981317007977318, 0.0013323124061025418, -9.210493786621093, -0.4477157104492187, -3.4452561889648434]","[15431, 0, 24865, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.027,"[-336.0764878304306, 5153.430969541722, -621.4137539352467, -0.30555118874789233, -0.07101662871221154, 0.17889603103801532, 0.9325188038747246]","[0.0, 0.0, 0.0, 1.0, -0.006261868308681946, 0.055690658575086247, 0.005062787143189658, -9.342174877929686, -0.38786066894531246, -3.095702746582031]","[15431, 0, 24865, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.077,"[-336.0764878304306, 5153.430969541722, -621.4137539352467, -0.30555118874789233, -0.07101662871221154, 0.17889603103801532, 0.9325188038747246]","[0.0, 0.0, 0.0, 1.0, -0.006261868308681946, 0.055690658575086247, 0.005062787143189658, -9.342174877929686, -0.38786066894531246, -3.095702746582031]","[14920, 0, 25855, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.127,"[-338.46775139162935, 5170.317365672881, -623.5959564269314, -0.3053199407652477, -0.07102402546661028, 0.17924072197953664, 0.9325277932382918]","[0.0, 0.0, 0.0, 1.0, -0.006661562030512709, 0.05489127113142472, 0.007194486992953725, -9.088389501953124, -0.5099649536132812, -3.2704794677734372]","[14920, 0, 25855, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.176,"[-338.46775139162935, 5170.317365672881, -623.5959564269314, -0.3053199407652477, -0.07102402546661028, 0.17924072197953664, 0.9325277932382918]","[0.0, 0.0, 0.0, 1.0, -0.006661562030512709, 0.05489127113142472, 0.007194486992953725, -9.088389501953124, -0.5099649536132812, -3.2704794677734372]","[14920, 0, 25855, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.226,"[-340.86046130652863, 5187.181505986232, -625.7735498176673, -0.30731386661398674, -0.07156016304563138, 0.1794904438951691, 0.931783510801709]","[0.0, 0.0, 0.0, 1.0, -0.008793261880276773, 0.10112251162318292, 0.004263399699528133, -9.380482104492186, -0.4525041137695312, -3.5386300537109374]","[14920, 0, 25855, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.277,"[-340.86046130652863, 5187.181505986232, -625.7735498176673, -0.30731386661398674, -0.07156016304563138, 0.1794904438951691, 0.931783510801709]","[0.0, 0.0, 0.0, 1.0, -0.008793261880276773, 0.10112251162318292, 0.004263399699528133, -9.380482104492186, -0.4525041137695312, -3.5386300537109374]","[14920, 0, 25855, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.327,"[-343.2806562644929, 5204.20211140745, -627.9711373983812, -0.30614822573682615, -0.07156508040670903, 0.17976576882709813, 0.9321137116803813]","[0.0, 0.0, 0.0, 1.0, -0.005062787143189658, 0.036372128686599385, 0.000799387443661525, -9.325415466308593, -0.41898529052734373, -3.3255461059570313]","[14920, 0, 25855, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.377,"[-343.2806562644929, 5204.20211140745, -627.9711373983812, -0.30614822573682615, -0.07156508040670903, 0.17976576882709813, 0.9321137116803813]","[0.0, 0.0, 0.0, 1.0, -0.005062787143189658, 0.036372128686599385, 0.000799387443661525, -9.325415466308593, -0.41898529052734373, -3.3255461059570313]","[15046, 0, 28323, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.427,"[-345.6992816737369, 5221.173288568182, -630.1637671104826, -0.30558746613208454, -0.07147329634827874, 0.18022356866643455, 0.9322163556542109]","[0.0, 0.0, 0.0, 1.0, -0.008127105677225504, 0.0464977029729787, 0.005062787143189658, -9.126696728515624, -0.354341845703125, -3.35188232421875]","[15046, 0, 28323, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.477,"[-345.6992816737369, 5221.173288568182, -630.1637671104826, -0.30558746613208454, -0.07147329634827874, 0.18022356866643455, 0.9322163556542109]","[0.0, 0.0, 0.0, 1.0, -0.008127105677225504, 0.0464977029729787, 0.005062787143189658, -9.126696728515624, -0.354341845703125, -3.35188232421875]","[15046, 0, 28323, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.527,"[-348.119778450254, 5238.123781182577, -632.3561068649101, -0.3053520280784277, -0.07166046557029654, 0.18054148180545926, 0.9322176194269921]","[0.0, 0.0, 0.0, 1.0, -0.0073277182335639785, 0.0558238898156965, 0.0018652373685435584, -9.062053283691405, -0.4261678955078125, -3.258508459472656]","[15046, 0, 28323, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.577,"[-348.119778450254, 5238.123781182577, -632.3561068649101, -0.3053520280784277, -0.07166046557029654, 0.18054148180545926, 0.9322176194269921]","[0.0, 0.0, 0.0, 1.0, -0.0073277182335639785, 0.0558238898156965, 0.0018652373685435584, -9.062053283691405, -0.4261678955078125, -3.258508459472656]","[19305, 0, 30531, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.627,"[-350.55881200951603, 5255.175234783706, -634.5601516265406, -0.3061895579491142, -0.07199405149874327, 0.18076448862349287, 0.9318739243075801]","[0.0, 0.0, 0.0, 1.0, -0.006661562030512709, 0.0747427259823526, 0.0039969372183076245, -9.318232861328125, -0.4955997436523437, -3.555389465332031]","[19305, 0, 30531, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.677,"[-350.55881200951603, 5255.175234783706, -634.5601516265406, -0.3061895579491142, -0.07199405149874327, 0.18076448862349287, 0.9318739243075801]","[0.0, 0.0, 0.0, 1.0, -0.006661562030512709, 0.0747427259823526, 0.0039969372183076245, -9.318232861328125, -0.4955997436523437, -3.555389465332031]","[19305, 0, 30531, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.726,"[-353.0118243033895, 5272.281592464259, -636.7734545737445, -0.3061388105202497, -0.07206478030118627, 0.18101089297321096, 0.9318372995101823]","[0.0, 0.0, 0.0, 1.0, -0.005196018383799912, 0.06261868308681946, 0.0026646248122050836, -9.176974963378905, -0.35194764404296874, -3.124433166503906]","[19305, 0, 30531, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.776,"[-353.0118243033895, 5272.281592464259, -636.7734545737445, -0.3061388105202497, -0.07206478030118627, 0.18101089297321096, 0.9318372995101823]","[0.0, 0.0, 0.0, 1.0, -0.005196018383799912, 0.06261868308681946, 0.0026646248122050836, -9.176974963378905, -0.35194764404296874, -3.124433166503906]","[19305, 0, 30531, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.826,"[-355.43946726450633, 5289.176906699873, -638.9613380698485, -0.30561713339718005, -0.07202225147969123, 0.18142670133307906, 0.9319309604843505]","[0.0, 0.0, 0.0, 1.0, -0.007727411955394742, 0.05062787143189658, 0.0057289433462409285, -9.133879333496093, -0.4333505004882812, -3.227383837890625]","[19305, 0, 30531, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.877,"[-355.43946726450633, 5289.176906699873, -638.9613380698485, -0.30561713339718005, -0.07202225147969123, 0.18142670133307906, 0.9319309604843505]","[0.0, 0.0, 0.0, 1.0, -0.007727411955394742, 0.05062787143189658, 0.0057289433462409285, -9.133879333496093, -0.4333505004882812, -3.227383837890625]","[16788, 0, 25493, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.927,"[-357.91538463255495, 5306.380446172652, -641.1903773067825, -0.30602759081701336, -0.07225536184270402, 0.18171071011458517, 0.9317228633952092]","[0.0, 0.0, 0.0, 1.0, -0.007061255752343471, 0.06461715169597326, 0.004529862180748642, -9.062053283691405, -0.4836287353515625, -3.488351818847656]","[16788, 0, 25493, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:37.977,"[-357.91538463255495, 5306.380446172652, -641.1903773067825, -0.30602759081701336, -0.07225536184270402, 0.18171071011458517, 0.9317228633952092]","[0.0, 0.0, 0.0, 1.0, -0.007061255752343471, 0.06461715169597326, 0.004529862180748642, -9.062053283691405, -0.4836287353515625, -3.488351818847656]","[16788, 0, 25493, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.027,"[-360.38765747174403, 5323.513926783156, -643.4110398022199, -0.30492796951336704, -0.071981168636105, 0.18220839902890917, 0.9320073734115828]","[0.0, 0.0, 0.0, 1.0, -0.0075941807147844875, 0.03477335379927634, 0.004663093421358896, -9.208099584960937, -0.2705447875976562, -3.361459130859375]","[16788, 0, 25493, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.077,"[-360.38765747174403, 5323.513926783156, -643.4110398022199, -0.30492796951336704, -0.071981168636105, 0.18220839902890917, 0.9320073734115828]","[0.0, 0.0, 0.0, 1.0, -0.0075941807147844875, 0.03477335379927634, 0.004663093421358896, -9.208099584960937, -0.2705447875976562, -3.361459130859375]","[19015, 0, 25784, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.126,"[-362.86620582929874, 5340.652966769647, -645.6328778221342, -0.30455137254544346, -0.07186067922542515, 0.18230814218681482, 0.9321202956455453]","[0.0, 0.0, 0.0, 1.0, -0.0010658499248820332, 0.05515773361264523, 0.005462480865020421, -9.33978067626953, -0.4261678955078125, -3.153163586425781]","[19015, 0, 25784, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.176,"[-362.86620582929874, 5340.652966769647, -645.6328778221342, -0.30455137254544346, -0.07186067922542515, 0.18230814218681482, 0.9321202956455453]","[0.0, 0.0, 0.0, 1.0, -0.0010658499248820332, 0.05515773361264523, 0.005462480865020421, -9.33978067626953, -0.4261678955078125, -3.153163586425781]","[19015, 0, 25784, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.226,"[-365.33971554229424, 5357.729305549241, -647.8486089419017, -0.30445195873622993, -0.07203201820324676, 0.18284033063209218, 0.9320353033386597]","[0.0, 0.0, 0.0, 1.0, -0.011457886692481857, 0.057955589665460557, 0.0057289433462409285, -9.074024291992187, -0.5003881469726562, -3.289633081054687]","[19015, 0, 25784, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.277,"[-365.33971554229424, 5357.729305549241, -647.8486089419017, -0.30445195873622993, -0.07203201820324676, 0.18284033063209218, 0.9320353033386597]","[0.0, 0.0, 0.0, 1.0, -0.011457886692481857, 0.057955589665460557, 0.0057289433462409285, -9.074024291992187, -0.5003881469726562, -3.289633081054687]","[19015, 0, 25784, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.326,"[-367.8358752569044, 5374.927465894949, -650.0806532919954, -0.3050614613754283, -0.07231590895298814, 0.1829582953831582, 0.9317908436158193]","[0.0, 0.0, 0.0, 1.0, -0.004263399699528133, 0.07234456365136802, 0.0019984686091538122, -9.212887988281249, -0.41898529052734373, -3.3710359375]","[19015, 0, 25784, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.377,"[-367.8358752569044, 5374.927465894949, -650.0806532919954, -0.3050614613754283, -0.07231590895298814, 0.1829582953831582, 0.9317908436158193]","[0.0, 0.0, 0.0, 1.0, -0.004263399699528133, 0.07234456365136802, 0.0019984686091538122, -9.212887988281249, -0.41898529052734373, -3.3710359375]","[19015, 0, 25784, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.427,"[-370.3544752870388, 5392.2454112125815, -652.3287021859276, -0.304994251412281, -0.07255052925735216, 0.18325399415560495, 0.931736497587144]","[0.0, 0.0, 0.0, 1.0, -0.007194486992953725, 0.05808882090607082, 0.0013323124061025418, -9.222464794921875, -0.4261678955078125, -3.3638533325195312]","[19015, 0, 25784, 0, -97, 1999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.477,"[-370.3544752870388, 5392.2454112125815, -652.3287021859276, -0.304994251412281, -0.07255052925735216, 0.18325399415560495, 0.931736497587144]","[0.0, 0.0, 0.0, 1.0, -0.007194486992953725, 0.05808882090607082, 0.0013323124061025418, -9.222464794921875, -0.4261678955078125, -3.3638533325195312]","[13051, 0, 31687, 0, -97, 1996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.527,"[-372.8758595056265, 5409.547672924547, -654.5776153679258, -0.30454123229065705, -0.07245183127167719, 0.18343040599422475, 0.9318576372692677]","[0.0, 0.0, 0.0, 1.0, -0.0026646248122050836, 0.053159265003491406, 0.0058621745868511835, -9.095572106933593, -0.45010991210937495, -3.0909143432617188]","[13051, 0, 31687, 0, -97, 1996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.577,"[-372.8758595056265, 5409.547672924547, -654.5776153679258, -0.30454123229065705, -0.07245183127167719, 0.18343040599422475, 0.9318576372692677]","[0.0, 0.0, 0.0, 1.0, -0.0026646248122050836, 0.053159265003491406, 0.0058621745868511835, -9.095572106933593, -0.45010991210937495, -3.0909143432617188]","[13051, 0, 31687, 0, -97, 1996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.627,"[-375.39520814771663, 5426.815271702888, -656.8238488871193, -0.3045077518536042, -0.07259674788429066, 0.18361602254908874, 0.9318207432338802]","[0.0, 0.0, 0.0, 1.0, -0.004529862180748642, 0.0575558959436298, 0.006261868308681946, -9.054870678710937, -0.6009446166992187, -3.35188232421875]","[13051, 0, 31687, 0, -97, 1996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.677,"[-375.39520814771663, 5426.815271702888, -656.8238488871193, -0.3045077518536042, -0.07259674788429066, 0.18361602254908874, 0.9318207432338802]","[0.0, 0.0, 0.0, 1.0, -0.004529862180748642, 0.0575558959436298, 0.006261868308681946, -9.054870678710937, -0.6009446166992187, -3.35188232421875]","[15846, 0, 21522, 0, -97, 2000]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.726,"[-377.93084069892035, 5444.16137743116, -659.079339939318, -0.30644053154704326, -0.07298710199586964, 0.18372393328598, 0.931135113667903]","[0.0, 0.0, 0.0, 1.0, -0.005062787143189658, 0.09739203688609578, 0.005462480865020421, -9.277531433105468, -0.4261678955078125, -3.5577836669921874]","[15846, 0, 21522, 0, -97, 2000]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.776,"[-377.93084069892035, 5444.16137743116, -659.079339939318, -0.30644053154704326, -0.07298710199586964, 0.18372393328598, 0.931135113667903]","[0.0, 0.0, 0.0, 1.0, -0.005062787143189658, 0.09739203688609578, 0.005462480865020421, -9.277531433105468, -0.4261678955078125, -3.5577836669921874]","[15846, 0, 21522, 0, -97, 2000]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.826,"[-380.4590121801914, 5461.421902798617, -661.325155453886, -0.3063273648916781, -0.0732229707260381, 0.18372809361103193, 0.931153010892748]","[0.0, 0.0, 0.0, 1.0, -0.00159877488732305, 0.06395099549292199, 0.0005329249624410166, -9.26316622314453, -0.488417138671875, -3.0909143432617188]","[15846, 0, 21522, 0, -97, 2000]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.877,"[-380.4590121801914, 5461.421902798617, -661.325155453886, -0.3063273648916781, -0.0732229707260381, 0.18372809361103193, 0.931153010892748]","[0.0, 0.0, 0.0, 1.0, -0.00159877488732305, 0.06395099549292199, 0.0005329249624410166, -9.26316622314453, -0.488417138671875, -3.0909143432617188]","[15631, 0, 26013, 0, -97, 1998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.926,"[-383.01690075291623, 5478.853515555652, -663.5963801524457, -0.3057497693934689, -0.07333431382657551, 0.1839325934420952, 0.9312937012570689]","[0.0, 0.0, 0.0, 1.0, -0.004529862180748642, 0.05196018383799912, 0.0026646248122050836, -9.07163009033203, -0.5051765502929687, -3.086125939941406]","[15631, 0, 26013, 0, -97, 1998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:38.976,"[-383.01690075291623, 5478.853515555652, -663.5963801524457, -0.3057497693934689, -0.07333431382657551, 0.1839325934420952, 0.9312937012570689]","[0.0, 0.0, 0.0, 1.0, -0.004529862180748642, 0.05196018383799912, 0.0026646248122050836, -9.07163009033203, -0.5051765502929687, -3.086125939941406]","[15631, 0, 26013, 0, -97, 1998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.026,"[-385.5672178100008, 5496.193898409057, -665.854997936129, -0.3055601278416457, -0.0733361991409898, 0.1842704685389343, 0.9312890016495372]","[0.0, 0.0, 0.0, 1.0, -0.006528330789902454, 0.05462480865020421, 0.0037304747370871167, -9.323021264648437, -0.354341845703125, -3.438073583984375]","[15631, 0, 26013, 0, -97, 1998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.076,"[-385.5672178100008, 5496.193898409057, -665.854997936129, -0.3055601278416457, -0.0733361991409898, 0.1842704685389343, 0.9312890016495372]","[0.0, 0.0, 0.0, 1.0, -0.006528330789902454, 0.05462480865020421, 0.0037304747370871167, -9.323021264648437, -0.354341845703125, -3.438073583984375]","[15631, 0, 26013, 0, -97, 1998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.126,"[-388.1263250004887, 5513.551797455045, -668.11562705896, -0.3060016718675377, -0.07337892209187825, 0.1845661227165311, 0.9310820892661894]","[0.0, 0.0, 0.0, 1.0, -0.006128637068071691, 0.07194486992953725, 0.005462480865020421, -9.375693701171874, -0.35673604736328124, -3.258508459472656]","[15631, 0, 26013, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.176,"[-388.1263250004887, 5513.551797455045, -668.11562705896, -0.3060016718675377, -0.07337892209187825, 0.1845661227165311, 0.9310820892661894]","[0.0, 0.0, 0.0, 1.0, -0.006128637068071691, 0.07194486992953725, 0.005462480865020421, -9.375693701171874, -0.35673604736328124, -3.258508459472656]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.226,"[-390.70311020074826, 5530.987745992622, -670.3889738014157, -0.3056940553412835, -0.07318917734557977, 0.18478489401585416, 0.9311546766203921]","[0.0, 0.0, 0.0, 1.0, -0.0029310872934255917, 0.05662327725935802, 0.006261868308681946, -9.141061938476563, -0.3495534423828125, -3.1004911499023438]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.277,"[-390.70311020074826, 5530.987745992622, -670.3889738014157, -0.3056940553412835, -0.07318917734557977, 0.18478489401585416, 0.9311546766203921]","[0.0, 0.0, 0.0, 1.0, -0.0029310872934255917, 0.05662327725935802, 0.006261868308681946, -9.141061938476563, -0.3495534423828125, -3.1004911499023438]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.326,"[-393.30595224009994, 5548.57134725787, -672.6816060994112, -0.304952520171649, -0.07298513718328493, 0.18495214740014768, 0.9313806060700272]","[0.0, 0.0, 0.0, 1.0, -0.001732006127933304, 0.04276722823589159, 0.007727411955394742, -9.265560424804686, -0.5195417602539062, -3.356670727539062]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.376,"[-393.30595224009994, 5548.57134725787, -672.6816060994112, -0.304952520171649, -0.07298513718328493, 0.18495214740014768, 0.9313806060700272]","[0.0, 0.0, 0.0, 1.0, -0.001732006127933304, 0.04276722823589159, 0.007727411955394742, -9.265560424804686, -0.5195417602539062, -3.356670727539062]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.426,"[-395.8879117452614, 5565.991548713053, -674.9516310946785, -0.30503608435205815, -0.07320256422771769, 0.18526853575699967, 0.9312732904427723]","[0.0, 0.0, 0.0, 1.0, -0.0075941807147844875, 0.05822205214668107, 0.005329249624410167, -9.291896643066405, -0.5722141967773438, -3.574543078613281]","[14399, 0, 27227, 0, -97, 1999]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.478,"[-395.8879117452614, 5565.991548713053, -674.9516310946785, -0.30503608435205815, -0.07320256422771769, 0.18526853575699967, 0.9312732904427723]","[0.0, 0.0, 0.0, 1.0, -0.0075941807147844875, 0.05822205214668107, 0.005329249624410167, -9.291896643066405, -0.5722141967773438, -3.574543078613281]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.527,"[-398.5117699277382, 5583.655058889225, -677.2539923813405, -0.3052088520371317, -0.07343328707974037, 0.18553563472882167, 0.9311453362567058]","[0.0, 0.0, 0.0, 1.0, -0.006661562030512709, 0.06621592658329632, 0.00159877488732305, -9.287108239746093, -0.39743747558593745, -3.2225954345703123]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.576,"[-398.5117699277382, 5583.655058889225, -677.2539923813405, -0.3052088520371317, -0.07343328707974037, 0.18553563472882167, 0.9311453362567058]","[0.0, 0.0, 0.0, 1.0, -0.006661562030512709, 0.06621592658329632, 0.00159877488732305, -9.287108239746093, -0.39743747558593745, -3.2225954345703123]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.626,"[-401.1022096890946, 5601.06807256442, -679.5245128618853, -0.3047123465723314, -0.07356570234864776, 0.18562002652577864, 0.9312806660920769]","[0.0, 0.0, 0.0, 1.0, -0.002398162330984575, 0.05076110267250683, 0.0029310872934255917, -9.208099584960937, -0.565031591796875, -3.2920272827148436]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
2025-11-27 13:44:39.677,"[-401.1022096890946, 5601.06807256442, -679.5245128618853, -0.3047123465723314, -0.07356570234864776, 0.18562002652577864, 0.9312806660920769]","[0.0, 0.0, 0.0, 1.0, -0.002398162330984575, 0.05076110267250683, 0.0029310872934255917, -9.208099584960937, -0.565031591796875, -3.2920272827148436]","[19180, 0, 27599, 0, -97, 1998]","[0.0, -0.0, -0.0, 0.0, 0.0, 0.0]",
